posicao,titulo,artista,gravadora,distribuidora,periodo,ano,mes
16,Malvada,Zé Felipe,Som Livre,n/d,05/2022,2022,5
17,A Maior Saudade (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,05/2022,2022,5
18,Vai Lá Em Casa Hoje (feat. Marília Mendonça),George Henrique & Rodrigo,Artista Independente,n/d,05/2022,2022,5
19,As It Was,Harry Styles,Sony Music Entertainment,n/d,05/2022,2022,5
20,Acorda Pedrinho,Jovem Dionisio,Artista Independente,n/d,05/2022,2022,5
21,Melhor Ser uma Saudade,Zé Neto & Cristiano,Som Livre,n/d,05/2022,2022,5
22,Meu Número (Ao Vivo),"Hugo & Guilherme, Jorge & Mateus",Som Livre,n/d,05/2022,2022,5
23,Arranhão (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,05/2022,2022,5
24,Envolver,Anitta,Warner Music Group,n/d,05/2022,2022,5
25,Botadinha Saliente,MC Rogerinho,Artista Independente,n/d,05/2022,2022,5
26,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",Artista Independente,n/d,05/2022,2022,5
27,Que Rabão (Feat. Mr. Catra),"Anitta, YG, Papatinho & Mc Kevin o Chris",Warner Music Group,n/d,05/2022,2022,5
28,Gostosinho Tu Cai,Mc Pepeu & DJ Swat,Artista Independente,n/d,05/2022,2022,5
29,Dengo,João Gomes,Artista Independente,n/d,05/2022,2022,5
30,Simplesmente Ela,Mc Gabzin,Artista Independente,n/d,05/2022,2022,5
31,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",Som Livre,n/d,05/2022,2022,5
32,Me Sinto Abençoado (Feat Ajaxx),"Mc Poze do Rodo, Filipe Ret & Mainstreet",Artista Independente,n/d,05/2022,2022,5
33,Vagabundo Chora (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,05/2022,2022,5
34,Cê Tá Preparada (Ao Vivo) (feat. Marilia Mendonça),Tayrone,Universal Music Group,n/d,05/2022,2022,5
35,Acordo (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,05/2022,2022,5
36,Parada Louca,Mari Fernandez & Marcynho Sensação,Sony Music Entertainment,n/d,05/2022,2022,5
37,Gatilho (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,05/2022,2022,5
38,212,Chefin Oficial & Mainstreet,Artista Independente,n/d,05/2022,2022,5
39,Eu Já Tava Bem (Ao Vivo),Wesley Safadão,Som Livre,n/d,05/2022,2022,5
40,Áudio Que Te Entrega,"Leo Santana, Mc Don Juan & Mari Fernandez",Universal Music Group,n/d,05/2022,2022,5
41,Eu Bem Que Te Avisei (Feat Dj Abdo),Mc Delux,Artista Independente,n/d,05/2022,2022,5
42,Vermelho,Gloria Groove,SB Music,n/d,05/2022,2022,5
43,Presepada,"Marília Mendonça, Maiara & Maraisa",Som Livre,n/d,05/2022,2022,5
44,Pandora (feat. MC GP & Vulgo FK),DJ Matt D & Menor MC,Artista Independente,n/d,05/2022,2022,5
45,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,05/2022,2022,5
46,Imagina A Sentada (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,05/2022,2022,5
47,Poesia Acústica 12: Pra Sempre,"Pineapple StormTv, Filipe Ret, Teto, Luiz Lins, Salve Malak, Borges, Budah, BIN, Marina Sena & Caio Luccas",Artista Independente,n/d,05/2022,2022,5
48,Depende,"Dj Guuga, Wesley Safadão & Zé Felipe",Artista Independente,n/d,05/2022,2022,5
49,Café da Manhã ;P,Luísa Sonza & Ludmilla,Universal Music Group,n/d,05/2022,2022,5
50,Toma Toma Vapo Vapo,Zé Felipe & Mc Danny,Som Livre,n/d,05/2022,2022,5
1,Acorda Pedrinho,Jovem Dionisio,Artista Independente,n/d,06/2022,2022,6
2,Termina Comigo Antes,Gusttavo Lima,Sony Music Entertainment,n/d,06/2022,2022,6
3,Balanço da Rede,Matheus Fernandes & Xand Avião,Som Livre,n/d,06/2022,2022,6
4,No Ouvidinho,Felipe Amorim,Artista Independente,n/d,06/2022,2022,6
5,Tchuco Nela,MC Rogerinho & Wesley Safadão,Artista Independente,n/d,06/2022,2022,6
6,Dengo,João Gomes,Artista Independente,n/d,06/2022,2022,6
7,Mal Feito (Ao Vivo),"Hugo & Guilherme, Marília Mendonça",Som Livre,n/d,06/2022,2022,6
8,Erro Planejado (Ao Vivo),"Luan Santana, Henrique & Juliano",Sony Music Entertainment,n/d,06/2022,2022,6
9,Sentadona S2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",Artista Independente,n/d,06/2022,2022,6
10,Vampiro,"Matuê, WIU & Teto",Sony Music Entertainment,n/d,06/2022,2022,6
11,Eu Vou Com Carinho Ela Quer Com Força,"Mc Don Juan, Mc G15 & Mc Davi",Warner Music Group,n/d,06/2022,2022,6
12,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,06/2022,2022,6
13,Molhando o Volante,Jorge & Mateus,Som Livre,n/d,06/2022,2022,6
14,Áudio Que Te Entrega,"Leo Santana, Mc Don Juan & Mari Fernandez",Universal Music Group,n/d,06/2022,2022,6
15,Dançarina,Pedro Sampaio & Mc Pedrinho,Warner Music Group,n/d,06/2022,2022,6
16,A Maior Saudade (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,06/2022,2022,6
17,Comunicação Falhou (Ao Vivo),Mari Fernandez & Nattan,Sony Music Entertainment,n/d,06/2022,2022,6
18,Fim De Semana No Rio,Teto Mc,Sony Music Entertainment,n/d,06/2022,2022,6
19,Bloqueado (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,06/2022,2022,6
20,Abalo Emocional (Ao Vivo),Luan Santana,Sony Music Entertainment,n/d,06/2022,2022,6
21,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",Artista Independente,n/d,06/2022,2022,6
22,Meu Número (Ao Vivo),"Hugo & Guilherme, Jorge & Mateus",Som Livre,n/d,06/2022,2022,6
23,Malvadão 3,"Xamã, Gustah & Neo Beats",Bagua Records,n/d,06/2022,2022,6
24,Malvada,Zé Felipe,Som Livre,n/d,06/2022,2022,6
25,Vai Lá Em Casa Hoje (feat. Marília Mendonça),George Henrique & Rodrigo,Artista Independente,n/d,06/2022,2022,6
26,Desenrola Bate Joga De Ladin (Feat. DJ Biel Do Furduncinho),L7NNON & Os Hawaianos,Warner Music Group,n/d,06/2022,2022,6
27,As It Was,Harry Styles,Sony Music Entertainment,n/d,06/2022,2022,6
28,Vagabundo Chora (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,06/2022,2022,6
29,Evento Cancelado (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,06/2022,2022,6
30,Me Chama De Amor (feat. Mc Treyce),O Tubarão,Artista Independente,n/d,06/2022,2022,6
31,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,06/2022,2022,6
32,Bandido,Zé Felipe & MC Mari,Som Livre,n/d,06/2022,2022,6
33,Running Up That Hill (A Deal With God),Kate Bush,Warner Music Group,n/d,06/2022,2022,6
34,Gostosinho Tu Cai,Mc Pepeu & DJ Swat,Artista Independente,n/d,06/2022,2022,6
35,Gatilho (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,06/2022,2022,6
36,Arranhão (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,06/2022,2022,6
37,A Cara do Crime 3 (Brinde à Liberdade),"Mc Poze do Rodo, Orochi & Filipe Ret",Artista Independente,n/d,06/2022,2022,6
38,Hotel Caro,Baco Exu do Blues & Luísa Sonza,Artista Independente,n/d,06/2022,2022,6
39,Melhor Ser uma Saudade,Zé Neto & Cristiano,Som Livre,n/d,06/2022,2022,6
40,Botadinha Saliente,MC Rogerinho,Artista Independente,n/d,06/2022,2022,6
41,Simplesmente Ela,Mc Gabzin,Artista Independente,n/d,06/2022,2022,6
42,Eu Bem Que Te Avisei / Tu Empinou Ele Pei (Feat Mc Delux),Club Dz7 & DJ Abdo,Artista Independente,n/d,06/2022,2022,6
43,Acordo (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,06/2022,2022,6
44,Cê Tá Preparada (Ao Vivo) (feat. Marilia Mendonça),Tayrone,Universal Music Group,n/d,06/2022,2022,6
45,Eu Já Tava Bem (Ao Vivo),Wesley Safadão,Som Livre,n/d,06/2022,2022,6
46,Parada Louca,Mari Fernandez & Marcynho Sensação,Sony Music Entertainment,n/d,06/2022,2022,6
47,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",Som Livre,n/d,06/2022,2022,6
48,Que Rabão (Feat. Mr. Catra),"Anitta, YG, Papatinho & Mc Kevin o Chris",Warner Music Group,n/d,06/2022,2022,6
49,Pipoco,"Ana Castela, Melody & Dj Chris No Beat",Artista Independente,n/d,06/2022,2022,6
50,Vermelho,Gloria Groove,SB Music,n/d,06/2022,2022,6
1,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",Warner Music Group,n/d,07/2022,2022,7
2,Pipoco,"Ana Castela, Melody & Dj Chris No Beat",Artista Independente,n/d,07/2022,2022,7
3,Bandido,Zé Felipe & MC Mari,Som Livre,n/d,07/2022,2022,7
4,Baile no Morro,"Mc Tairon, Mc Vitin Da Igrejinha & Dj Win",Artista Independente,n/d,07/2022,2022,7
5,Termina Comigo Antes,Gusttavo Lima,Sony Music Entertainment,n/d,07/2022,2022,7
6,Comunicação Falhou (Ao Vivo),Mari Fernandez & Nattan,Sony Music Entertainment,n/d,07/2022,2022,7
7,Balanço da Rede,Matheus Fernandes & Xand Avião,Som Livre,n/d,07/2022,2022,7
8,Dengo,João Gomes,Artista Independente,n/d,07/2022,2022,7
9,Tchuco Nela,MC Rogerinho & Wesley Safadão,Artista Independente,n/d,07/2022,2022,7
10,Mal Feito (Ao Vivo),"Hugo & Guilherme, Marília Mendonça",Som Livre,n/d,07/2022,2022,7
11,No Ouvidinho,Felipe Amorim,Artista Independente,n/d,07/2022,2022,7
12,Erro Planejado (Ao Vivo),"Luan Santana, Henrique & Juliano",Sony Music Entertainment,n/d,07/2022,2022,7
13,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,07/2022,2022,7
14,Sentadona S2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",Artista Independente,n/d,07/2022,2022,7
15,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,07/2022,2022,7
16,Áudio Que Te Entrega,"Leo Santana, Mc Don Juan & Mari Fernandez",Universal Music Group,n/d,07/2022,2022,7
17,Eu Vou Com Carinho Ela Quer Com Força,"Mc Don Juan, Mc G15 & Mc Davi",Warner Music Group,n/d,07/2022,2022,7
18,Meu Número (Ao Vivo),"Hugo & Guilherme, Jorge & Mateus",Som Livre,n/d,07/2022,2022,7
19,Vampiro,"Matuê, WIU & Teto",Sony Music Entertainment,n/d,07/2022,2022,7
20,Molhando o Volante,Jorge & Mateus,Som Livre,n/d,07/2022,2022,7
21,A Maior Saudade (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,07/2022,2022,7
22,Acorda Pedrinho,Jovem Dionisio,Artista Independente,n/d,07/2022,2022,7
23,Hotel Caro,Baco Exu do Blues & Luísa Sonza,Artista Independente,n/d,07/2022,2022,7
24,Cachorrinhas,Luísa Sonza,Sony Music Entertainment,n/d,07/2022,2022,7
25,Não Pega Ninguém Ainda (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,07/2022,2022,7
26,Haja Colírio (feat. Hugo & Guilherme) (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,07/2022,2022,7
27,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",Artista Independente,n/d,07/2022,2022,7
28,Vai Lá Em Casa Hoje (feat. Marília Mendonça),George Henrique & Rodrigo,Artista Independente,n/d,07/2022,2022,7
29,Abalo Emocional (Ao Vivo),Luan Santana,Sony Music Entertainment,n/d,07/2022,2022,7
30,Bloqueado (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,07/2022,2022,7
31,Dançarina,Pedro Sampaio & Mc Pedrinho,Warner Music Group,n/d,07/2022,2022,7
32,Gatilho (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,07/2022,2022,7
33,As It Was,Harry Styles,Sony Music Entertainment,n/d,07/2022,2022,7
34,Running Up That Hill (A Deal With God),Kate Bush,Warner Music Group,n/d,07/2022,2022,7
35,Fim De Semana No Rio,Teto Mc,Sony Music Entertainment,n/d,07/2022,2022,7
36,Malvada,Zé Felipe,Som Livre,n/d,07/2022,2022,7
37,Vagabundo Chora (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,07/2022,2022,7
38,Nem Namorado E Nem Ficante (Ao Vivo),"Israel & Rodolffo, Maiara & Maraisa",Som Livre,n/d,07/2022,2022,7
39,Malvadão 3,"Xamã, Gustah & Neo Beats",Bagua Records,n/d,07/2022,2022,7
40,Tem Cabaré Essa Noite,Nivaldo Marques & Nattan,Artista Independente,n/d,07/2022,2022,7
41,Evento Cancelado (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,07/2022,2022,7
42,Me Chama De Amor (feat. Mc Treyce),O Tubarão,Artista Independente,n/d,07/2022,2022,7
43,Cê Tá Preparada (Ao Vivo) (feat. Marilia Mendonça),Tayrone,Universal Music Group,n/d,07/2022,2022,7
44,Arranhão (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,07/2022,2022,7
45,Esqueça-Me Se For Capaz,"Marília Mendonça, Maiara & Maraisa",Som Livre,n/d,07/2022,2022,7
46,Tu Tava Na Revoada (Ao Vivo),Wesley Safadão,Som Livre,n/d,07/2022,2022,7
47,Parada Louca,Mari Fernandez & Marcynho Sensação,Sony Music Entertainment,n/d,07/2022,2022,7
48,Perigo Noturno (Ao Vivo),Luan Santana,Sony Music Entertainment,n/d,07/2022,2022,7
49,X1 (Feat Dallass),MC Cabelinho,Artista Independente,n/d,07/2022,2022,7
50,Pino da Granada (Ao Vivo),Murilo Huff,Artista Independente,n/d,07/2022,2022,7
1,Pipoco,"Ana Castela, Melody & Dj Chris No Beat",Artista Independente,n/d,08/2022,2022,8
2,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",Warner Music Group,n/d,08/2022,2022,8
3,Cachorrinhas,Luísa Sonza,Sony Music Entertainment,n/d,08/2022,2022,8
4,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,08/2022,2022,8
5,Te Amo Demais,Marília Mendonça,Som Livre,n/d,08/2022,2022,8
6,Haja Colírio (feat. Hugo & Guilherme) (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,08/2022,2022,8
7,Vento Forte,Mc Jacaré & Dj Tk,Artista Independente,n/d,08/2022,2022,8
8,Tem Cabaré Essa Noite,Nivaldo Marques & Nattan,Artista Independente,n/d,08/2022,2022,8
9,Bandido,Zé Felipe & MC Mari,Som Livre,n/d,08/2022,2022,8
10,Casei Com a Putaria (Feat Love Funk),Mc Paiva ZS & MC Ryan SP,Artista Independente,n/d,08/2022,2022,8
11,Comunicação Falhou (Ao Vivo),Mari Fernandez & Nattan,Sony Music Entertainment,n/d,08/2022,2022,8
12,Termina Comigo Antes,Gusttavo Lima,Sony Music Entertainment,n/d,08/2022,2022,8
13,Mal Feito (Ao Vivo),"Hugo & Guilherme, Marília Mendonça",Som Livre,n/d,08/2022,2022,8
14,Baile no Morro,"Mc Tairon, Mc Vitin Da Igrejinha & Dj Win",Artista Independente,n/d,08/2022,2022,8
15,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,08/2022,2022,8
16,Balanço da Rede,Matheus Fernandes & Xand Avião,Som Livre,n/d,08/2022,2022,8
17,Erro Planejado (Ao Vivo),"Luan Santana, Henrique & Juliano",Sony Music Entertainment,n/d,08/2022,2022,8
18,Tchuco Nela,MC Rogerinho & Wesley Safadão,Artista Independente,n/d,08/2022,2022,8
19,Incendeia,MC Kevin o Chris,Artista Independente,n/d,08/2022,2022,8
20,Dengo,João Gomes,Artista Independente,n/d,08/2022,2022,8
21,Melodia Alucinógena,DJ AK BR & Dj Darge,Artista Independente,n/d,08/2022,2022,8
22,Gatilho (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,08/2022,2022,8
23,Meu Número (Ao Vivo),"Hugo & Guilherme, Jorge & Mateus",Som Livre,n/d,08/2022,2022,8
24,Sentadona S2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",Artista Independente,n/d,08/2022,2022,8
25,Áudio Que Te Entrega,"Leo Santana, Mc Don Juan & Mari Fernandez",Universal Music Group,n/d,08/2022,2022,8
26,Coração Cigano (Ao Vivo),Luan Santana & Luísa Sonza,Sony Music Entertainment,n/d,08/2022,2022,8
27,A Maior Saudade (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,08/2022,2022,8
28,Vampiro,"Matuê, WIU & Teto",Sony Music Entertainment,n/d,08/2022,2022,8
29,Nem Namorado E Nem Ficante (Ao Vivo),"Israel & Rodolffo, Maiara & Maraisa",Som Livre,n/d,08/2022,2022,8
30,Molhando o Volante,Jorge & Mateus,Som Livre,n/d,08/2022,2022,8
31,Vai Lá Em Casa Hoje (feat. Marília Mendonça),George Henrique & Rodrigo,Artista Independente,n/d,08/2022,2022,8
32,No Ouvidinho,Felipe Amorim,Artista Independente,n/d,08/2022,2022,8
33,X1 (Feat Dallass),MC Cabelinho,Artista Independente,n/d,08/2022,2022,8
34,Metflix,"Mc Poze do Rodo, Mainstreet & Ajaxx",Artista Independente,n/d,08/2022,2022,8
35,Eu Vou Com Carinho Ela Quer Com Força,"Mc Don Juan, Mc G15 & Mc Davi",Warner Music Group,n/d,08/2022,2022,8
36,As It Was,Harry Styles,Sony Music Entertainment,n/d,08/2022,2022,8
37,Acabei De Terminar (Ao Vivo),Paulo e Nathan & Hugo & Guilherme,Sony Music Entertainment,n/d,08/2022,2022,8
38,Abalo Emocional (Ao Vivo),Luan Santana,Sony Music Entertainment,n/d,08/2022,2022,8
39,Kikando e Me Olhando,"MC Braz, MC Tairon & Dj Win",Artista Independente,n/d,08/2022,2022,8
40,5 Regras (Ao Vivo),Jorge & Mateus,Som Livre,n/d,08/2022,2022,8
41,Pino da Granada (Ao Vivo),Murilo Huff,Artista Independente,n/d,08/2022,2022,8
42,Fim De Semana No Rio,Teto Mc,Sony Music Entertainment,n/d,08/2022,2022,8
43,Bloqueado (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,08/2022,2022,8
44,Cê Tá Preparada (Ao Vivo) (feat. Marilia Mendonça),Tayrone,Universal Music Group,n/d,08/2022,2022,8
45,Hotel Caro,Baco Exu do Blues & Luísa Sonza,Artista Independente,n/d,08/2022,2022,8
46,Perfeito Pra Ficar Sozinho (Ao Vivo),"Murilo Huff, Maiara & Maraisa",Artista Independente,n/d,08/2022,2022,8
47,Gostosinha É Ela,Felipe Amorim,Artista Independente,n/d,08/2022,2022,8
48,Dançarina,Pedro Sampaio & Mc Pedrinho,Warner Music Group,n/d,08/2022,2022,8
49,Intuição (Ao Vivo),Mari Fernandez,Sony Music Entertainment,n/d,08/2022,2022,8
50,Evento Cancelado (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,08/2022,2022,8
1,Casei Com a Putaria (Feat Love Funk),Mc Paiva ZS & MC Ryan SP,Artista Independente,n/d,09/2022,2022,9
2,Haja Colírio (Feat. Hugo & Guilherme) (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,09/2022,2022,9
3,Pipoco,"Ana Castela, Melody & Dj Chris No Beat",Artista Independente,n/d,09/2022,2022,9
4,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,09/2022,2022,9
5,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",Warner Music Group,n/d,09/2022,2022,9
6,Coração Cigano (Ao Vivo),Luan Santana & Luísa Sonza,Sony Music Entertainment,n/d,09/2022,2022,9
7,Te Amo Demais,Marília Mendonça,Som Livre,n/d,09/2022,2022,9
8,Mal Feito (Ao Vivo),"Hugo & Guilherme, Marília Mendonça",Som Livre,n/d,09/2022,2022,9
9,Comunicação Falhou (Ao Vivo),Mari Fernandez & Nattan,Sony Music Entertainment,n/d,09/2022,2022,9
10,Termina Comigo Antes,Gusttavo Lima,Sony Music Entertainment,n/d,09/2022,2022,9
11,Vento Forte,Mc Jacaré & Dj Tk,Artista Independente,n/d,09/2022,2022,9
12,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,09/2022,2022,9
13,Melodia Alucinógena,DJ AK BR & Dj Darge,Artista Independente,n/d,09/2022,2022,9
14,5 Regras (Ao Vivo),Jorge & Mateus,Som Livre,n/d,09/2022,2022,9
15,Cheiro De Balada (Feat. Gusttavo Lima) (Ao Vivo),Hugo & Guilherme,Som Livre,n/d,09/2022,2022,9
16,Tem Cabaré Essa Noite,Nivaldo Marques & Nattan,Artista Independente,n/d,09/2022,2022,9
17,202,Kweller & Enzo Cello,Artista Independente,n/d,09/2022,2022,9
18,Balanço da Rede,Matheus Fernandes & Xand Avião,Som Livre,n/d,09/2022,2022,9
19,Bandido,Zé Felipe & MC Mari,Som Livre,n/d,09/2022,2022,9
20,Baile no Morro,"Mc Tairon, Mc Vitin Da Igrejinha & Dj Win",Artista Independente,n/d,09/2022,2022,9
21,Gostosinha É Ela,Felipe Amorim,Artista Independente,n/d,09/2022,2022,9
22,Perfeito Pra Ficar Sozinho (Ao Vivo),"Murilo Huff, Maiara & Maraisa",Artista Independente,n/d,09/2022,2022,9
23,Cachorrinhas,Luísa Sonza,Sony Music Entertainment,n/d,09/2022,2022,9
24,Basiquinho,Matheus & Kauan,Universal Music Group,n/d,09/2022,2022,9
25,Gatilho (Ao Vivo),Matheus & Kauan,Universal Music Group,n/d,09/2022,2022,9
26,Nem Namorado E Nem Ficante (Ao Vivo),"Israel & Rodolffo, Maiara & Maraisa",Som Livre,n/d,09/2022,2022,9
27,Erro Planejado (Ao Vivo),"Luan Santana, Henrique & Juliano",Sony Music Entertainment,n/d,09/2022,2022,9
28,Meu Número (Ao Vivo),"Hugo & Guilherme, Jorge & Mateus",Som Livre,n/d,09/2022,2022,9
29,Molhando o Volante,Jorge & Mateus,Som Livre,n/d,09/2022,2022,9
30,X1 (Feat Dallass),MC Cabelinho,Artista Independente,n/d,09/2022,2022,9
31,Acabei De Terminar (Ao Vivo),Paulo e Nathan & Hugo & Guilherme,Sony Music Entertainment,n/d,09/2022,2022,9
32,No Ouvidinho,Felipe Amorim,Artista Independente,n/d,09/2022,2022,9
33,Incendeia,MC Kevin o Chris,Artista Independente,n/d,09/2022,2022,9
34,Assunto Delicado (Ao Vivo),Guilherme & Benuto & Xand Avião,Sony Music Entertainment,n/d,09/2022,2022,9
35,As It Was,Harry Styles,Sony Music Entertainment,n/d,09/2022,2022,9
36,Tchuco Nela,MC Rogerinho & Wesley Safadão,Artista Independente,n/d,09/2022,2022,9
37,Vai Lá Em Casa Hoje (feat. Marília Mendonça),George Henrique & Rodrigo,Artista Independente,n/d,09/2022,2022,9
38,Vampiro,"Matuê, WIU & Teto",Sony Music Entertainment,n/d,09/2022,2022,9
39,Dengo,João Gomes,Artista Independente,n/d,09/2022,2022,9
40,Sentadona S2,"Davi Kneip, Mc Frog, Dj Gabriel do Borel & Luísa Sonza",Artista Independente,n/d,09/2022,2022,9
41,Melo de Bafora o Lança 2022 (Feat Menor Adr),Mario Mc,Artista Independente,n/d,09/2022,2022,9
42,Insônia (Ao Vivo),Ludmilla & Marília Mendonça,Warner Music Group,n/d,09/2022,2022,9
43,Áudio Que Te Entrega,"Leo Santana, Mc Don Juan & Mari Fernandez",Universal Music Group,n/d,09/2022,2022,9
44,Pino da Granada (Ao Vivo),Murilo Huff,Artista Independente,n/d,09/2022,2022,9
45,A Maior Saudade (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,09/2022,2022,9
46,Bloqueado (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,09/2022,2022,9
47,Eu Vou Com Carinho Ela Quer Com Força,"Mc Don Juan, Mc G15 & Mc Davi",Warner Music Group,n/d,09/2022,2022,9
48,Evento Cancelado (Ao Vivo),Henrique & Juliano,Universal Music Group,n/d,09/2022,2022,9
49,"Set Tatuapé Conceito 2 (feat. Mc Kako, Mc Marks, Mc Joãozinho VT & Mc Erick Rodriguez)",Mc Ryan SP,Artista Independente,n/d,09/2022,2022,9
50,Ai Eu Chorei (Ao Vivo),Clayton & Romário,Universal Music Group,n/d,09/2022,2022,9
1,Eu Gosto Assim (Ao Vivo),Gustavo Mioto & Mari Fernandez,Universal Music Group,n/d,10/2022,2022,10
2,Haja Colírio (Feat. Hugo & Guilherme) (Ao Vivo),Guilherme & Benuto,Sony Music Entertainment,n/d,10/2022,2022,10
3,Casei Com a Putaria (Feat Love Funk),Mc Paiva ZS & MC Ryan SP,Artista Independente,n/d,10/2022,2022,10
4,Assunto Delicado (Ao Vivo),Guilherme & Benuto & Xand Avião,Sony Music Entertainment,n/d,10/2022,2022,10
5,Poesia Acústica 13,"Pineapple StormTv, Chris Mc, Salve Malak, Tz da Coronel, Mc Cabelinho, Chefin, L7nnon, Luísa Sonza, Oruam, Xamã & N.I.N.A",Artista Independente,n/d,10/2022,2022,10
6,Felina,Wiu & Mc Ryan SP,Sony Music Entertainment,n/d,10/2022,2022,10
7,Pipoco,"Ana Castela, Melody & Dj Chris No Beat",Artista Independente,n/d,10/2022,2022,10
8,Unholy (Feat. Kim Petras),Sam Smith,Universal Music Group,n/d,10/2022,2022,10
9,Ai Preto,"L7NNON, DJ Biel do Furduncinho & Bianca",Warner Music Group,n/d,10/2022,2022,10
10,Beijo de Glicose (Ao Vivo),"Diego & Victor Hugo, Jorge & Mateus",Sony Music Entertainment,n/d,10/2022,2022,10
11,Fala Mal de Mim (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,10/2022,2022,10
12,Mal Feito (Ao Vivo),"Hugo & Guilherme, Marília Mendonça",Som Livre,n/d,10/2022,2022,10
13,Comunicação Falhou (Ao Vivo),Mari Fernandez & Nattan,Sony Music Entertainment,n/d,10/2022,2022,10
14,5 Regras (Ao Vivo),Jorge & Mateus,Som Livre,n/d,10/2022,2022,10
15,Coração Cigano (Ao Vivo),Luan Santana & Luísa Sonza,Sony Music Entertainment,n/d,10/2022,2022,10
16,Termina Comigo Antes,Gusttavo Lima,Sony Music Entertainment,n/d,10/2022,2022,10
17,Te Amo Demais,Marília Mendonça,Som Livre,n/d,10/2022,2022,10
18,Te Love (Ao Vivo),Kevi Jonny,Artista Independente,n/d,10/2022,2022,10
19,Basiquinho,Matheus & Kauan,Universal Music Group,n/d,10/2022,2022,10
20,Balanço da Rede,Matheus Fernandes & Xand Avião,Som Livre,n/d,10/2022,2022,10
21,Ex dos Meus Sonhos (Ao Vivo),Gusttavo Lima,Sony Music Entertainment,n/d,10/2022,2022,10
22,Cheiro De Balada (Feat. Gusttavo Lima) (Ao Vivo),Hugo & Guilherme,Som Livre,n/d,10/2022,2022,10
23,Todo Seu (Ao Vivo),Jorge & Mateus,Som Livre,n/d,10/2022,2022,10
24,Vento Forte,Mc Jacaré & Dj Tk,Artista Independente,n/d,10/2022,2022,10
25,Perfeito Pra Ficar Sozinho (Ao Vivo),"Murilo Huff, Maiara & Maraisa",Artista Independente,n/d,10/2022,2022,10
26,Tem Cabaré Essa Noite,Nivaldo Marques & Nattan,Artista Independente,n/d,10/2022,2022,10
27,X1 (Feat Dallass),MC Cabelinho,Artista Independente,n/d,10/2022,2022,10
